CDSCode,Short_CDS,NCESDist,NCESSchool,County,District,School,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,Website,OpenDate,ClosedDate,Charter,DOCType,SOCType,EdOpsName,EILName,GSoffered,GSserved,Virtual,Latitude,Longitude,LastUpdate
19753090129411,0129411,0600001,13793,Los Angeles,Acton-Agua Dulce Unified,SCALE Leadership Academy,14816 Central Ave,14816 Central Ave,Chino,91710,CA,(888) 315-4660,1,www.scaleacademy.org,2014-08-01,NA,Y,Unified School District,Intermediate/Middle Schools (Public),Traditional,Elementary-High Combination,K-12,K-12,F,34.472932,-118.19685,2017-04-05
19753090129742,0129742,0600001,13764,Los Angeles,Acton-Agua Dulce Unified,Inspire Charter School,32248 Crown Valley Road,32248 Crown Valley Rd.,Acton,93510-1416,CA,(661) 269-2214,NA,www.inspireschools.org,2014-07-01,NA,Y,Unified School District,K-12 Schools (Public),Traditional,Elementary-High Combination,K-12,K-12,F,34.472692,-118.19658,2017-02-22
19753090130955,0130955,0600001,13838,Los Angeles,Acton-Agua Dulce Unified,Valiant Academy of Los Angeles,3300 Irvine Avenue #330,3300 Irvine Avenue #330,Newport Beach,92660,CA,(310) 436-5643,NA,www.valiantacademyca.org,2014-08-13,NA,Y,Unified School District,K-12 Schools (Public),Traditional,Elementary-High Combination,K-12,K-12,F,34.472692,-118.19658,2017-04-14
19753090131201,0131201,0600001,13828,Los Angeles,Acton-Agua Dulce Unified,"Albert Einstein Academy for Letters, Arts & Sciences - Agua Dulce Partnership Academy",11311 Frascati Street,11311 Frascati St.,Agua Dulce,91390-4840,CA,(661) 268-1660,NA,www.ealas.org,2014-09-02,NA,Y,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,34.48736,-118.33414,2016-11-09
19753090131383,0131383,0600001,13829,Los Angeles,Acton-Agua Dulce Unified,SIATech Academy South,"2611 Temple Heights Drive, Suite A","2611 Temple Heights Dr., Ste. A",Oceanside,92056,CA,(760) 945-1227,NA,www.siatech.org,2014-08-25,NA,Y,Unified School District,High Schools (Public),Traditional,High School,11-12,11-12,F,34.044902,-118.25133,2015-06-18
19753090131540,0131540,0600001,13867,Los Angeles,Acton-Agua Dulce Unified,Method Schools K-8,317 East Foothill Boulevard,317 East Foothill Blvd.,Arcadia,91006-1848,CA,(760) 224-0758,NA,http://methodschools.org/,2015-07-01,NA,Y,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,1-8,F,34.151357,-118.02213,2017-03-08
19753090131557,0131557,0600001,13853,Los Angeles,Acton-Agua Dulce Unified,Method Schools High,317 East Foothill Boulevard,317 East Foothill Blvd.,Arcadia,91006-1848,CA,(760) 224-0758,NA,http://methodschools.org/,2015-07-01,NA,Y,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,F,34.151357,-118.02213,2017-03-08
19753090131987,0131987,0600001,13859,Los Angeles,Acton-Agua Dulce Unified,iLEAD Hybrid,3720 Sierra Highway Suite A,3720 Sierra Hwy. Ste. A,Acton,93510-0500,CA,(661) 755-6621,NA,http://ileadschools.org/,2015-08-25,NA,Y,Unified School District,K-12 Schools (Public),Traditional,Elementary-High Combination,K-12,K-12,F,34.492805,-118.19593,2017-03-18
19753090132191,0132191,0600001,13903,Los Angeles,Acton-Agua Dulce Unified,"Albert Einstein Academy for Letters, Arts and Sciences-STEAM",25443 Orchard Village Road,25443 Orchard Village Rd.,Valencia,91355-2935,CA,(661) 200-3194,NA,www.ealas.org,2015-08-24,NA,Y,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-6,N,34.390494,-118.5491,2016-09-21
19753090132654,0132654,0600001,13904,Los Angeles,Acton-Agua Dulce Unified,Community Collaborative Charter,"1782 La Costa Meadows Drive, Suite 102","1782 La Costa Meadows Dr., Ste. 102",San Marcos,92078-2620,CA,(760) 494-9646,NA,www.cccs.education,2015-08-14,NA,Y,Unified School District,K-12 Schools (Public),Traditional,Elementary-High Combination,K-12,K-12,V,34.472932,-118.19685,2017-01-30
19753090133231,0133231,0600001,13785,Los Angeles,Acton-Agua Dulce Unified,"Albert Einstein Academy for Letters, Arts & Sciences - Odyssey",8844 Burton Way,8844 Burton Way,Beverly Hills,90211-1644,CA,(424) 284-3300,NA,http://ealas.org,2015-08-24,NA,Y,Unified School District,K-12 Schools (Public),Traditional,Elementary,K-12,K-6,N,34.071847,-118.38524,2015-10-30
19753090134585,0134585,0600001,NA,Los Angeles,Acton-Agua Dulce Unified,Pathways Academy Charter School Adult Education,"1782 La Costa Meadows Drive, Suite 102","1782 La Costa Meadows Drive, Ste. 102",San Marcos,92078-9102,CA,(760) 494-9646,NA,www.pathwaysacademy.org,2016-09-15,NA,Y,Unified School District,High Schools (Public),Traditional,High School,9-12,12,C,33.104624,-117.21871,2017-01-13
19753090134619,0134619,0600001,14042,Los Angeles,Acton-Agua Dulce Unified,Empower Generations,"3720 Sierra Highway, Suite A","3720 Sierra Hwy., Ste. A",Acton,93510,CA,(661) 306-4361,NA,www.empowergenerations.org,2016-08-01,NA,Y,Unified School District,High Schools (Public),Traditional,High School,7-12,9-12,V,34.674411,-118.16852,2017-03-03
19753090135145,0135145,0600001,14045,Los Angeles,Acton-Agua Dulce Unified,Compass Charter Schools of Los Angeles,"850 Hampshire Road, Suite P","850 Hampshire Rd., Ste. P",Thousand Oaks,91361-6004,CA,(855) 937-4227,NA,www.aascalifornia.org,2016-07-01,NA,Y,Unified School District,K-12 Schools (Public),Traditional,Elementary-High Combination,K-12,K-12,F,34.155695,-118.83089,2017-03-24
19753091995786,1995786,0600001,03278,Los Angeles,Acton-Agua Dulce Unified,Vasquez High,33630 Red Rover Mine Road,33630 Red Rover Mine Rd.,Acton,93510-1641,CA,(661) 269-0451,NA,NA,1994-08-31,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,34.49362,-118.21611,2015-08-12
19753096107494,6107494,0600001,09444,Los Angeles,Acton-Agua Dulce Unified,High Desert,3620 Antelope Woods Road,3620 Antelope Woods Rd.,Acton,93510-1757,CA,(661) 269-0310,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,34.492578,-118.19039,2015-08-12
19753096115679,6115679,0600001,07534,Los Angeles,Acton-Agua Dulce Unified,Meadowlark Elementary,3015 West Sacramento Street,3015 West Sacramento St.,Acton,93510-2434,CA,(661) 269-8140,NA,NA,1998-09-08,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,34.47421,-118.18575,2016-11-03
19753330000000,0000000,0600025,NA,Los Angeles,Manhattan Beach Unified,NA,325 South Peck Avenue,325 South Peck Ave.,Manhattan Beach,90266-2478,CA,(310) 318-7345,5902,www.mbusd.org,NA,NA,NA,Unified School District,NA,NA,NA,NA,NA,NA,33.877355,-118.38744,2015-06-23
19753330116103,0116103,0600025,13480,Los Angeles,Manhattan Beach Unified,Manhattan Beach Preschool,1431 15th Street,1431 15th St.,Manhattan Beach,90266-4077,CA,(310) 546-7655,5524,www.mbusd.org,2004-09-05,NA,N,Unified School District,Preschool,Traditional,Elementary,P,K,N,33.889184,-118.38899,2015-01-12
19753331935808,1935808,0600025,06328,Los Angeles,Manhattan Beach Unified,Mira Costa High,325 South Peck Avenue,325 South Peck Ave.,Manhattan Beach,90266,CA,(310) 318-7337,5003,NA,1980-07-01,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,33.872932,-118.38948,2016-07-01
19753336020325,6020325,0600025,03570,Los Angeles,Manhattan Beach Unified,Aurelia Pennekamp Elementary,325 South Peck Avenue,325 South Peck Ave.,Manhattan Beach,90266,CA,(310) 798-6223,5801,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,33.879214,-118.38951,2016-07-01
19753336020358,6020358,0600025,03573,Los Angeles,Manhattan Beach Unified,Grand View Elementary,325 South Peck Avenue,325 South Peck Ave.,Manhattan Beach,90266,CA,(310) 546-8022,5461,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,33.893671,-118.41242,2016-08-19
19753336020390,6020390,0600025,03575,Los Angeles,Manhattan Beach Unified,Meadows Avenue Elementary,325 South Peck Avenue,325 South Peck Ave.,Manhattan Beach,90266,CA,(310) 546-8033,5661,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,33.888229,-118.3917,2016-07-01
19753336020408,6020408,0600025,05922,Los Angeles,Manhattan Beach Unified,Opal Robinson Elementary,325 South Peck Avenue,325 South Peck Ave.,Manhattan Beach,90266,CA,(310) 318-5120,3261,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,33.878097,-118.40497,2016-08-19
19753336020416,6020416,0600025,03576,Los Angeles,Manhattan Beach Unified,Pacific Elementary,325 South Peck Avenue,325 South Peck Ave.,Manhattan Beach,90266,CA,(310) 546-8044,5761,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,33.887635,-118.40329,2016-08-19
19753336115307,6115307,0600025,07535,Los Angeles,Manhattan Beach Unified,Manhattan Beach Middle,325 South Peck Avenue,325 South Peck Ave.,Manhattan Beach,90266,CA,(310) 545-4878,3001,NA,1998-06-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,33.889408,-118.38309,2016-08-19
19753410000000,0000000,0600032,NA,Los Angeles,Redondo Beach Unified,NA,1401 Inglewood Avenue,1401 Inglewood Ave.,Redondo Beach,90278-3999,CA,(310) 379-5449,NA,www.rbusd.org,NA,NA,NA,Unified School District,NA,NA,NA,NA,NA,NA,33.865552,-118.36124,2015-06-23
19753410116285,0116285,0600032,12165,Los Angeles,Redondo Beach Unified,Redondo Beach Learning Academy,1401 Inglewood Avenue,1401 Inglewood Ave.,Redondo Beach,90278-3999,CA,(310) 798-8690,NA,www.rbusd.org,2008-07-14,NA,N,Unified School District,District Community Day Schools,Community Day School,High School,9-12,10-12,N,33.84872,-118.38247,2015-06-18
19753411937143,1937143,0600032,06330,Los Angeles,Redondo Beach Unified,Redondo Union High,1401 Inglewood Avenue,1401 Inglewood Ave.,Redondo Beach,90278-3999,CA,(310) 798-8665,4002,http://redondounion.org,1980-07-01,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,33.844466,-118.38428,2016-08-19
19753411938224,1938224,0600032,13660,Los Angeles,Redondo Beach Unified,South Bay Adult,3401 Inglewood Avenue,3401 Inglewood Ave.,Redondo Beach,90278,CA,(310) 937-3346,NA,www.southbayadult.org,1980-07-01,NA,N,Unified School District,Adult Education Centers,Traditional,Adult,Adult,NA,N,33.886545,-118.36203,2016-03-14
19753411995752,1995752,0600032,02227,Los Angeles,Redondo Beach Unified,Redondo Shores High (Continuation),1401 Inglewood Avenue,1401 Inglewood Ave.,Redondo Beach,90278-3999,CA,(310) 798-8690,2006,http://rshrs.rbusd.org,1993-09-14,NA,N,Unified School District,Continuation High Schools,Continuation School,High School,9-12,10-12,N,33.84872,-118.38247,2015-06-18
19753416021992,6021992,0600032,04949,Los Angeles,Redondo Beach Unified,Adams Middle,1401 Inglewood Avenue,1401 Inglewood Ave.,Redondo Beach,90278-3999,CA,(310) 798-8636,NA,http://adamsmiddle.org,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,33.867094,-118.36332,2015-08-18
19753416022008,6022008,0600032,04950,Los Angeles,Redondo Beach Unified,Alta Vista Elementary,1401 Inglewood Avenue,1401 Inglewood Ave.,Redondo Beach,90278-3999,CA,(310) 798-8650,3106,http://altavista.rbusd.org,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,33.828546,-118.37807,2016-07-01
19753416022024,6022024,0600032,04951,Los Angeles,Redondo Beach Unified,Beryl Heights Elementary,920 Beryl Street,920 Beryl St.,Redondo Beach,90277-2236,CA,(310) 798-8611,2106,http://beryl.rbusd.org,1906-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,33.852188,-118.38458,2016-07-01
19753416022032,6022032,0600032,04952,Los Angeles,Redondo Beach Unified,Birney Elementary,1401 Inglewood Avenue,1401 Inglewood Ave.,Redondo Beach,90278-3999,CA,(310) 798-8626,3406,http://birney.rbusd.org,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,33.868948,-118.37647,2015-08-18
19753416022081,6022081,0600032,04955,Los Angeles,Redondo Beach Unified,Parras (Nick G.) Middle,1401 Inglewood Avenue,1401 Inglewood Ave.,Redondo Beach,90278-3999,CA,(310) 798-8616,3706,http://parras.middle.org,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,33.844419,-118.37858,2016-07-01
19753416022099,6022099,0600032,04956,Los Angeles,Redondo Beach Unified,Jefferson Elementary,1401 Inglewood Avenue,1401 Inglewood Ave.,Redondo Beach,90278-3999,CA,(310) 798-8631,3006,http://jefferson.rbusd.org,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,33.860053,-118.3811,2015-08-18
19753416022107,6022107,0600032,04957,Los Angeles,Redondo Beach Unified,Lincoln Elementary,1401 Inglewood Avenue,1401 Inglewood Ave.,Redondo Beach,90278-3999,CA,(310) 798-8646,3606,http://lincoln.rbusd.org,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-6,K-5,N,33.880962,-118.37131,2015-08-18
19753416022115,6022115,0600032,04958,Los Angeles,Redondo Beach Unified,Madison Elementary,1401 Inglewood Avenue,1401 Inglewood Ave.,Redondo Beach,90278-3999,CA,(310) 798-8623,3506,http://madison.rbusd.org,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,33.87521,-118.36745,2016-07-01
19753416022149,6022149,0600032,04960,Los Angeles,Redondo Beach Unified,Tulita Elementary,1401 Inglewood Avenue,1401 Inglewood Ave.,Redondo Beach,90278-3999,CA,(310) 798-8628,3206,http://tulita.rbusd.org,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,33.821368,-118.37687,2016-08-19
19753416022156,6022156,0600032,04961,Los Angeles,Redondo Beach Unified,Washington Elementary,1401 Inglewood Avenue,1401 Inglewood Ave.,Redondo Beach,90278-3999,CA,(310) 798-8641,3806,http://washington.rbusd.org,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,33.863828,-118.36552,2016-07-01
19756630000000,0000000,0600134,NA,Los Angeles,SBE - New West Charter,NA,11625 West Pico Boulevard,11625 West Pico Blvd.,West Los Angeles,90064-2908,CA,(310) 943-5444,NA,www.newwestcharter.org,NA,NA,NA,State Board of Education,NA,NA,NA,NA,NA,NA,34.03224,-118.44443,2017-02-09
19756636120158,6120158,0600134,11208,Los Angeles,SBE - New West Charter,New West Charter,1905 Armacost Avenue,1905 Armacost Ave.,Los Angeles,90025-5210,CA,(310) 943-5444,NA,www.newwestcharter.org,2002-09-02,NA,Y,State Board of Education,K-12 Schools (Public),Traditional,Elementary-High Combination,6-12,6-12,N,34.035653,-118.45535,2015-12-21
19756970000000,0000000,0600136,NA,Los Angeles,SBE - The School of Arts and Enterprise,NA,295 North Garey Avenue,295 North Garey Ave.,Pomona,91767,CA,(909) 622-0699,NA,www.thesae.k12.ca.us/main/welcome.shtml,NA,NA,NA,State Board of Education,NA,NA,NA,NA,NA,NA,34.060297,-117.75028,2017-02-09
19756971996693,1996693,0600136,11207,Los Angeles,SBE - The School of Arts and Enterprise,School of Arts and Enterprise,295 North Garey Avenue,295 North Garey Ave.,Pomona,91767,CA,(909) 622-0699,NA,www.thesae.k12.ca.us/,2003-09-02,NA,Y,State Board of Education,K-12 Schools (Public),Traditional,Elementary-High Combination,6-12,6-12,N,34.060297,-117.75028,2015-09-16
19757130000000,0000000,0600153,NA,Los Angeles,Alhambra Unified,NA,1515 West Mission Road,1515 West Mission Rd.,Alhambra,91803-1618,CA,(626) 943-3000,NA,www.ausd.us,NA,NA,NA,Unified School District,NA,NA,NA,NA,NA,NA,34.082565,-118.13972,2015-06-23
19757131930122,1930122,0600153,10928,Los Angeles,Alhambra Unified,Century High,20 South Marengo Avenue,20 South Marengo Ave.,Alhambra,91801-1947,CA,(626) 943-6680,NA,www.ausd.us,1980-07-01,NA,N,Unified School District,Continuation High Schools,Continuation School,High School,9-12,10-12,C,34.091236,-118.14194,2016-12-09
19757131930163,1930163,0600153,10929,Los Angeles,Alhambra Unified,Alhambra High,101 South Second Street,101 South Second St.,Alhambra,91801-3716,CA,(626) 943-6910,NA,www.ausd.us,1980-07-01,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,C,34.095262,-118.1297,2016-12-09
19757131934553,1934553,0600153,10930,Los Angeles,Alhambra Unified,Mark Keppel High,501 East Hellman Avenue,501 East Hellman Ave.,Alhambra,91801-5716,CA,(626) 943-6710,NA,www.ausd.us,1980-07-01,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,C,34.069864,-118.11535,2016-12-09
19757131937697,1937697,0600153,10931,Los Angeles,Alhambra Unified,San Gabriel High,801 Ramona Street,801 Ramona St.,San Gabriel,91776-2342,CA,(626) 943-6810,NA,www.ausd.us,1980-07-01,NA,N,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,C,34.091924,-118.10802,2016-12-09
19757131995430,1995430,0600153,10932,Los Angeles,Alhambra Unified,Independence High (Alternative),20 South Marengo Avenue,20 South Marengo Ave.,Alhambra,91801-1947,CA,(626) 943-6681,NA,www.ausd.us,1980-07-01,NA,N,Unified School District,Alternative Schools of Choice,Alternative School of Choice,High School,9-12,9-12,N,34.091236,-118.14194,2015-08-12
19757136011001,6011001,0600153,10934,Los Angeles,Alhambra Unified,Brightwood Elementary,1701 Brightwood Street,1701 Brightwood St.,Monterey Park,91754-5100,CA,(626) 570-6200,NA,www.ausd.us,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,34.045452,-118.15268,2015-06-18
19757136011019,6011019,0600153,10935,Los Angeles,Alhambra Unified,Emery Park Elementary,2821 West Commonwealth Avenue,2821 West Commonwealth Ave.,Alhambra,91803-1099,CA,(626) 943-3340,NA,www.ausd.us,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,34.08782,-118.15435,2016-08-16
19757136011027,6011027,0600153,10936,Los Angeles,Alhambra Unified,Fremont Elementary,2001 South Elm Street,2001 South Elm St.,Alhambra,91803-2905,CA,(626) 943-3360,NA,www.ausd.us,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,34.071205,-118.15051,2016-08-18
19757136011035,6011035,0600153,10937,Los Angeles,Alhambra Unified,Garfield Elementary,110 West McLean Street,110 West McLean St.,Alhambra,91801-1364,CA,(626) 943-3380,NA,www.ausd.us,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,34.1015,-118.13286,2016-08-18
19757136011043,6011043,0600153,10938,Los Angeles,Alhambra Unified,Granada Elementary,100 South Granada Avenue,100 South Granada Ave.,Alhambra,91801-4021,CA,(626) 943-3600,NA,www.ausd.us,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,34.100675,-118.11861,2016-08-18
19757136011050,6011050,0600153,10939,Los Angeles,Alhambra Unified,Marguerita Elementary,1603 South Marguerita Avenue,1603 South Marguerita Ave.,Alhambra,91803-3199,CA,(626) 943-3620,NA,www.ausd.us,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,34.075684,-118.13826,2016-08-18
19757136011068,6011068,0600153,10940,Los Angeles,Alhambra Unified,Martha Baldwin Elementary,900 South Almansor Street,900 South Almansor St.,Alhambra,91801-4854,CA,(626) 943-3300,NA,www.ausd.us,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,34.106242,-118.12731,2016-08-18
19757136011076,6011076,0600153,10941,Los Angeles,Alhambra Unified,Monterey Highlands Elementary,400 Casuda Canyon Drive,400 Casuda Canyon Dr.,Monterey Park,91754-2204,CA,(626) 570-6220,NA,www.ausd.us,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,34.056576,-118.15653,2015-06-18
19757136011084,6011084,0600153,10942,Los Angeles,Alhambra Unified,Park Elementary,301 North Marengo Avenue,301 North Marengo Ave.,Alhambra,91801-1917,CA,(626) 943-3640,NA,www.ausd.us,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,34.095253,-118.14212,2016-08-18
19757136011092,6011092,0600153,10943,Los Angeles,Alhambra Unified,Ramona Elementary,509 West Norwood Place,509 West Norwood Pl.,Alhambra,91803-3217,CA,(626) 943-3660,NA,www.ausd.us,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,34.076046,-118.12816,2016-08-16
19757136011100,6011100,0600153,10944,Los Angeles,Alhambra Unified,Repetto Elementary,650 South Grandridge Avenue,650 South Grandridge Ave.,Monterey Park,91754-3921,CA,(626) 572-2231,NA,www.ausd.us,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,34.053985,-118.12839,2015-06-18
19757136011118,6011118,0600153,10945,Los Angeles,Alhambra Unified,William Northrup Elementary,409 South Atlantic Boulevard,409 South Atlantic Blvd.,Alhambra,91801-3643,CA,(626) 943-6620,NA,www.ausd.us,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,34.09678,-118.13466,2015-06-18
19757136011126,6011126,0600153,10946,Los Angeles,Alhambra Unified,Ynez Elementary,120 South Ynez Avenue,120 South Ynez Ave.,Monterey Park,91754-2822,CA,(626) 570-6260,NA,www.ausd.us,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,34.06208,-118.12904,2015-06-18
19764970000000,0000000,0601323,NA,Los Angeles,SBE - Lifeline Education Charter,NA,225 South Santa Fe Avenue,225 South Santa Fe Ave.,Compton,90221-3240,CA,(310) 605-2510,NA,www.lifelinecharter.com,NA,NA,NA,State Board of Education,NA,NA,NA,NA,NA,NA,33.894634,-118.21607,2017-02-09
19764970115725,0115725,0601323,12119,Los Angeles,SBE - Lifeline Education Charter,Lifeline Education Charter,225 South Santa Fe Avenue,225 South Santa Fe Ave.,Compton,90221-3240,CA,(310) 605-2510,NA,www.lifelinecharterschool.com,2007-09-27,NA,Y,State Board of Education,K-12 Schools (Public),Traditional,Elementary-High Combination,K-12,K-12,N,33.894634,-118.21607,2016-05-20
19765470000000,0000000,0601336,NA,Los Angeles,SBE - Barack Obama Charter,NA,P.O.Box 72028,P.O.Box 72028,Los Angeles,90002-0028,CA,(323) 566-1965,NA,http://barackobamacharter.org/,NA,NA,NA,State Board of Education,NA,NA,NA,NA,NA,NA,33.927718,-118.24243,2016-09-15
19765470118760,0118760,0601336,12404,Los Angeles,SBE - Barack Obama Charter,Barack Obama Charter,P.O.Box 72028,P.O.Box 72028,Los Angeles,90002-0028,CA,(323) 566-1965,NA,www.barackobamacharter.org,2009-09-08,NA,Y,State Board of Education,Elemen Schools In 1 School Dist. (Public),Traditional,Elementary,P-5,K-5,N,33.927697,-118.24302,2016-09-12
19768690000000,0000000,0601428,NA,Los Angeles,Wiseburn Unified,NA,13530 Aviation Boulevard,13530 Aviation Blvd.,Hawthorne,90250-6462,CA,(310) 643-3025,21,www.wiseburn.k12.ca.us,NA,NA,NA,Unified School District,NA,NA,NA,NA,NA,NA,33.920462,-118.37839,2017-01-19
19768690119016,0119016,0601428,12208,Los Angeles,Wiseburn Unified,Da Vinci Science,13500 Aviation Boulevard,13500 Aviation Blvd.,Hawthorne,90250-6462,CA,(310) 725-5800,NA,www.davincischools.org,2009-08-18,NA,Y,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,33.907998,-118.3787,2016-05-04
19768690119636,0119636,0601428,12410,Los Angeles,Wiseburn Unified,Da Vinci Design,12501 Isis Avenue,12501 Isis Ave.,Hawthorne,90250-4149,CA,(310) 725-5800,NA,www.davincischools.org,2009-08-18,NA,Y,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,33.919064,-118.37438,2017-01-17
19768690128728,0128728,0601428,13702,Los Angeles,Wiseburn Unified,Da Vinci Innovation Academy,13500 Aviation Boulevard,13500 Aviation Blvd.,Hawthorne,90250-6462,CA,(310) 725-5800,1603,www.davincischools.org,2013-08-19,NA,Y,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,C,33.908788,-118.37759,2017-03-20
19768690131128,0131128,0601428,13832,Los Angeles,Wiseburn Unified,Da Vinci Communications High,12495 Isis Avenue,12495 Isis Ave.,Hawthorne,90250-4147,CA,(310) 725-5800,4,www.davincischools.org,2014-08-12,NA,Y,Unified School District,High Schools (Public),Traditional,High School,9-12,9-12,N,33.919128,-118.37438,2015-06-18
19768696023808,6023808,0601428,06990,Los Angeles,Wiseburn Unified,Juan De Anza Elementary,12110 Hindry Avenue,12110 Hindry Ave.,Hawthorne,90250-3403,CA,(310) 725-2100,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,33.922918,-118.37207,2017-01-18
19768696023816,6023816,0601428,07146,Los Angeles,Wiseburn Unified,Peter Burnett Elementary,5403 West 138th Street,5403 West 138th St.,Hawthorne,90250-6431,CA,(310) 725-2151,NA,NA,1997-09-02,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,3-5,3-5,N,33.906602,-118.37437,2015-06-18
19768696023824,6023824,0601428,06992,Los Angeles,Wiseburn Unified,Juan Cabrillo Elementary,5309 West 135th Street,5309 West 135th St.,Hawthorne,90250-4948,CA,(310) 725-5400,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-2,K-2,N,33.90952,-118.37273,2015-06-18
19768696023832,6023832,0601428,06993,Los Angeles,Wiseburn Unified,Richard Henry Dana Middle,5504 West 135th Street,5504 West 135th St.,Hawthorne,90250-6462,CA,(310) 725-4700,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,33.909404,-118.37665,2015-08-18
19768850000000,0000000,0601430,NA,Los Angeles,SBE - Anahuacalmecac International University Preparatory of North America,NA,4736 Huntington Drive South,4736 Huntington Dr. South,Los Angeles,90032-1942,CA,(323) 352-3148,NA,www.dignidad.org,NA,NA,NA,State Board of Education,NA,NA,NA,NA,NA,NA,34.085085,-118.18154,2017-01-13
19768850132928,0132928,0601430,12271,Los Angeles,SBE - Anahuacalmecac International University Preparatory of North America,Anahuacalmecac International University Preparatory of North America,4736 Huntington Drive South,4736 Huntington Dr. South,Los Angeles,90032-1942,CA,(323) 352-3148,NA,www.dignidad.org,2015-08-17,NA,Y,State Board of Education,K-12 Schools (Public),Traditional,Elementary-High Combination,K-12,K-12,N,34.085085,-118.18154,2017-02-07
